# 2023/12/04 - 15:38 | PDB: 48.23 | UniProt: 2024.01
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
5boi	A	D5DRI0	8092127	8092124
4exr	A	Q186H8	8092130	8092128
4zm8	D	Q8MVB6	8100186	8100185
2vgb	A	P30613	8043050	8030671
1e0t	A	P0AD61	8044409	8032031
2v7q	I	P05632	8037353	8024974
6tt7	I	W5Q3H8	8100918	8100917
5x6v	B	Q9Y2Q5	8088845	8088844
6ces	A	Q7L523	8093374	8093373
3t1r	C	Q5SJ83	8101643	8101642
2lkv	A	Q8NXI6	8069349	8069348
2kq3	A	A5A523	8069351	8069350
1sm4	A	Q9M4D2	8041612	8029233
1gaw	A	Q9SLP6	8042047	8029668
1a8p	A	Q44532	8042052	8029673
1kzl	A	Q9Y7P0	8042858	8030479
1umk	A	P00387	8042877	8030498
2dvy	F	Q9V2B6	8054119	8045026
2qlv	B	P34164	8055089	8055088
2m83	A	Q00756	8092810	8051402
2eef	A	Q86XI6	8092811	8051403
2djm	A	P07683	8092812	8051404
2lab	A	P21543	8092814	8051481
2oa5	B	P88989	8035046	8022666
5a9q	Z	Q9BW27	8054125	8049734
6kmw	aI	A0A1Z3HSF0	8093994	8093993
6kif	k	P95823	8094120	8094119
7dr0	I	P48116	8106561	8106560
7wg5	AI	P56768	8106958	8106957
3zfp	A	Q5L4B1	8054134	8047344
7ju4	f	Q39580	8102170	8102169
5gup	r	O79874	8054145	8047486
5lnk	M	O78755	8054155	8047667
5lc5	N	P03892	8054161	8048245
3rko	M	A0A140N571	8054169	8054168
3rko	M	A0A140N571	8054170	8054168
6g2j	N	P03893	8067557	8067556
6g2j	M	P03911	8067564	8067563
6cfw	H	I6UQL5	8093345	8059301
6gcs	4	Q9B6D6	8093347	8071761
2j4w	D	Q9TY14	8033253	8020873
4cp0	A	B4UMX2	8054200	8045038
4kt0	J	Q55329	8074512	8074511
4xk8	j	A4GGC6	8097086	8097085
7wfe	BJ	P56769	8106960	8106959
2tec	I	P01051	8034986	8022606
7al8	X	P80211	8105449	8105448
1io1	A	P06179	8054354	8054353
5gy2	C	E0U497	8097658	8097657
2mt4	A	P32727	8098618	8098617
4l6v	7	P72986	8074450	8074449
1jid	A	P09132	8037027	8024648
1mqs	B	Q01590	8054411	8046401
1atz	A	P04275	8032262	8019882
1rtk	A	P00751	8042312	8029933
3jc1	Ab	Q7LBR1	8055750	8051375
4abm	A	Q9H444	8055753	8051380
1e3d	A	Q9L869	8054413	8054412
1frf	S	P18187	8054419	8054418
6u8y	j	I6UZV3	8097966	8097965
2zkt	A	O57742	8055763	8051599
1w70	C	P14598	8055767	8051432
2oj4	A	P49796	8062631	8062630
1vcv	A	Q8ZXK7	8033160	8020780
1xxx	A	P9WP25	8033948	8021568
2qap	A	Q9U5N6	8035474	8023094
1pv8	A	P13716	8039147	8026768
1gzg	A	Q59643	8039349	8026970
1to3	A	Q9L7R9	8040333	8027954
1hfb	C	P32449	8042429	8030050
2ald	A	P04075	8043489	8031111
4icn	B	A9DKW4	8059129	8059128
3daq	A	Q6GH13	8059139	8059138
5zjm	A	Q8RDN6	8059169	8059168
5hud	C	Q8NNL5	8065376	8065375
4z1a	A	P56060	8066523	8066522
3tml	A	B4EDA2	8066525	8066524
3e9a	A	A5F692	8066535	8066534
3fs2	A	Q8YHF1	8066537	8066536
5dbu	E	D5AHU8	8066587	8066586
3ngj	A	C4M5C6	8066589	8066588
5h91	A	Q03Q50	8066591	8066590
4d2j	A	B9PW35	8069979	8069978
3mbd	A	Q8SSM8	8069991	8069990
3vcr	A	D2YW47	8069997	8069996
2yw3	F	Q53W90	8070001	8070000
6ofu	B	P77704	8095765	8095764
6t3t	C	I0JZ23	8097926	8097925
4o0k	A	C0RKH4	8101383	8101382
7p76	F	V0AAC4	8105964	8105963
4uhp	B	Q51503	8074108	8074107
6w0v	B	A0A1P8L018	8096798	8096797
2dhm	A	P0ABE2	8075555	8075554
2kz0	A	Q2GHF9	8087148	8087147
1sg5	A	P0AFW8	8032401	8020021
2dlb	A	O34498	8033781	8021401
1l0s	A	Q9GTP0	8040922	8028543
1mab	G	P35435	8044413	8032035
2qe7	G	Q71CG4	8072563	8072562
7jg7	G	A0R201	8096166	8096165
7md2	G	A0A6A5Q493	8103859	8103858
1d1j	A	P35080	8036100	8023720
1g5u	A	Q9LEI8	8036115	8023735
4qwo	B	Q8V4T7	8070600	8070599
1acf	A	Q95VF7	8073255	8073254
5fef	A	Q9FR39	8073267	8073266
5feg	A	Q9STB6	8073269	8073268
4arg	B	I6L8L4	8077064	8077063
4bhx	A	Q9GZU2	8079673	8079672
4m0i	A	Q71B91	8099876	8099875
2xt1	A	Q71B32	8101663	8101662
2n4o	A	P52751	8053124	8048683
2nbh	A	D8QCG9	8053126	8048685
5w0y	A	F8NJA2	8053130	8053129
2lrm	A	P0AB46	8091084	8045622
4xvv	A	A6TE95	8091089	8091088
5oik	L	Q3ZBC0	8080901	8080900
6o9l	L	P53803	8093616	8093615
7egc	z	A0A4X1TRS6	8103068	8103067
7eu1	L	Q9FLM8	8106336	8106335
1xks	A	Q8WUM0	8043971	8031593
5d1v	A	A9WBH0	8064376	8064375
4uur	A	Q3IDI7	8064380	8064379
4rmp	A	A0A078K1U6	8064858	8064857
4f0u	A	Q31RG0	8064862	8064861
4po5	A	P72870	8064868	8064867
4yjj	A	A0A0B6XLG9	8064900	8064899
1yhu	B	P80592	8066397	8066396
1yhu	C	Q8IFK2	8070503	8070502
4xdi	B	A8JAR4	8077667	8077666
6kgx	KH	W0RYM0	8093842	8093841
6hrn	B	A0A509GUZ9	8093950	8093949
6td7	A	A0A2K3CTN8	8096668	8096667
4po5	F	Q01952	8099078	8099077
7ddu	C	R9S002	8104367	8104366
7k4m	D	A0A481SHK9	8105367	8105366
7e98	D	B1Q3G1	8105389	8105388
7ext	n3	O68970	8105413	8105412
7eyd	E6	P07120	8105425	8105424
7eyd	c8	P80555	8105451	8105450
7eyd	g9	Q7A2D6	8105487	8105486
1nwb	A	O67709	8033662	8021282
1yb0	A	A0A6H3AMF3	8034268	8021888
2f2l	X	Q9GNK5	8040512	8028133
2eav	A	Q96LB8	8067267	8067266
2rkq	A	Q9VS97	8067271	8067270
1pby	C	Q8VUS8	8038481	8026102
1g7s	A	O26359	8019793	8019792
3p26	A	P32769	8056492	8019767
3p26	A	P32769	8056493	8019768
1b23	P	Q01698	8056501	8056499
2c78	A	Q5SHN6	8056513	8056512
3vmf	A	Q9YAV0	8056523	8056522
1dg1	G	P0CE48	8056533	8056532
1s0u	A	Q58657	8056810	8056808
7anu	A	Q9UZY3	8105950	8105949
1u6k	A	P94951	8032854	8020474
3ud1	A	P16157	8019804	8004174
5hb6	B	G0SAK3	8097792	8097791
3g5b	A	O08722	8102948	8048256
1oao	A	P27989	8033918	8021538
1qwy	A	O33599	8040056	8027677
2glk	A	P24300	8041950	8029571
1dxi	A	P37031	8043709	8031331
1qt1	A	P50910	8043733	8031355
5nh4	A	Q9P8C9	8078202	8078201
2ffj	A	O29161	8040863	8028484
1xfi	A	Q949P3	8041849	8029470
1ecw	A	P05897	8037770	8025391
2gol	A	Q674X2	8041980	8029601
2pms	C	Q54972	8035850	8023470
1k81	A	Q57562	8040081	8027702
5v93	Q	A0A045KJ85	8075006	8075005
1tq5	A	P46852	8032569	8020189
1vj2	A	Q9X1H0	8035932	8023552
1j1l	A	O00625	8036034	8023654
1sfn	A	Q9RV77	8039408	8027029
1rc6	A	P75713	8040492	8028113
1uik	A	P11827	8040874	8028495
3oru	A	Q1GJV4	8052255	8044720
5buv	A	A1JNA0	8063628	8063627
5tpu	C	Q9ALS4	8086546	8086545
4o9e	A	Q6TFC5	8086548	8086547
5fcc	A	C3K802	8088686	8088685
4bif	A	E8WYN5	8089470	8089469
5hk1	A	Q99720	8093035	8046218
5e1r	D	B3STU4	8095867	8046331
3s7e	A	P43238	8095874	8095872
2eaa	B	A4PIA0	8095879	8060629
2cv6	A	Q198W5	8095886	8095884
5wxu	A	A0A162EGL7	8095888	8060635
2vpv	A	P35201	8103714	8046883
7tg5	A	A0A2U2H063	8106058	8106057
7eyl	B	A0A0W4AVI3	8106493	8106492
1yd9	A	Q02874	8034377	8021997
1lam	A	P00727	8044414	8032036
5fud	A	Q8EP31	8063744	8063743
3eke	A	P0C6Y1	8063750	8063749
3ejg	A	P0C6X1	8063762	8063761
6fy5	B	Q9P0M6	8067144	8067143
5iq5	A	Q8QZ73	8100222	8100221
7qg7	A	A0A8B1R620	8106124	8106123
1rq0	A	Q9X183	8038875	8026496
1zt2	A	Q97Z83	8036240	8023860
1rni	A	Q54324	8040772	8028393
1ppj	B	P23004	8038260	8025881
3cx5	A	P07256	8040292	8027913
2fqt	A	O34667	8041301	8028922
2r33	A	Q4VVG2	8070237	8070236
1tol	A	P19934	8035781	8023401
2k9k	A	Q5SDB0	8071266	8071265
4qe0	A	A7V0G7	8091025	8045599
1yvp	B	P42700	8034953	8022573
1w94	A	O26776	8032994	8020614
1hc7	A	Q5SM28	8033153	8020773
1wu7	A	Q9HLX5	8033279	8020899
1ddz	A	Q43060	8044467	8032089
4o1j	B	F7VW42	8077879	8077878
3qy1	B	Q8ZRS0	8082593	8082592
4rxy	A	Q9HVB9	8082599	8082598
6yl7	A	A0A069AXA0	8096064	8096063
1aln	A	P0ABF6	8033442	8021062
1zcz	A	Q9X0X6	8035603	8023223
6wd8	q	L3P526	8098036	8098035
6wu9	R	Q837C7	8103436	8103435
1iuc	A	P18891	8035929	8023549
6trv	AAA	A0A084FYP2	8101890	8101889
2kdu	B	Q62768	8019814	8018897
5v02	B	Q9H2S1	8093286	8093285
6cnm	A	O15554	8093288	8093287
2btv	A	P56582	8037636	8025257
3kz4	B	P17462	8094214	8046843
1p22	A	Q9Y297	8034571	8022191
6ppw	A	H2VFG5	8038408	8026029
3cob	A	Q41460	8040206	8027827
4atx	C	Q2PQA9	8080203	8080202
3lre	A	Q8NI77	8080211	8080210
3j2u	K	Q960Z0	8080229	8080228
3nwn	A	Q9HAQ2	8081940	8081939
1ml9	A	Q8X225	8051802	8051801
4rkh	E	P50534	8091620	8045980
1pd0	A	P40482	8038535	8026156
1jat	B	P53152	8034273	8021893
1yh2	A	Q9NPD8	8034448	8022068
3zqs	A	Q9NW38	8053875	8045573
2oxq	A	Q6PC58	8059964	8059963
6mj9	A	A0A1W2VMZ9	8059982	8059981
6gv3	A	Q42551	8094815	8094814
5jpw	A	Q13409	8051842	8046596
2p2t	C	Q24246	8051844	8046598
5yzk	A	D8UFB5	8097650	8097649
2uub	K	P80376	8044020	8031642
4v8m	Bu	Q38CY8	8052881	8049684
4v8p	GM	Q231U7	8052884	8049686
5myj	AK	A2RNM8	8097062	8097061
4v6w	AO	C0HKA0	8097360	8097359
6i7o	Zb	P39516	8098660	8098659
6swa	D	P47962	8098706	8098705
6z6n	SO	P62263	8098844	8098843
5opt	V	Q4D6I5	8099464	8099463
6skf	BQ	Q5JJG7	8099684	8099683
1p6o	A	Q12178	8038289	8025910
1pkx	B	P31939	8038874	8026495
2g84	A	Q82Y41	8041730	8029351
4row	A	Q9HC16	8105521	8046991
1vb6	A	P76129	8033105	8020725
2ool	A	Q6N5G2	8035200	8022820
1p97	A	Q99814	8038443	8026064
2kdk	A	Q8WYA1	8088402	8088401
3v67	A	Q87KW6	8091637	8045717
6i24	A	C5NSW6	8097434	8097433
6fco	C	G0S1Z8	8079449	8079448
2a11	A	P9WH03	8098992	8098991
1of5	A	Q99257	8034031	8021651
1of5	B	P34232	8034032	8021652
2k54	A	A9CJY7	8034767	8022387
2qiy	A	P53741	8036018	8023638
1q40	B	P84149	8039669	8027290
3e99	A	A0A0H2WBM4	8040979	8028600
3ef8	A	Q2G8B5	8041025	8028646
3er7	A	B1YHC8	8041106	8028727
5cnl	A	Q5ZZ91	8052404	8046388
5x7l	B	C0JRY3	8065326	8065325
5ig3	A	Q9UQM7	8066423	8066422
6mrk	U	Q9V3H8	8095783	8095782
6p44	B	K5BJ73	8098006	8098005
1pxr	A	P02945	8039329	8026950
5zbq	A	P25929	8070802	8070801
4jq6	B	Q4PP54	8071322	8071321
4hyj	A	B1YFV8	8071324	8071323
4xtn	B	N0DKS8	8071332	8071331
6n51	A	P41594	8091093	8047350
6d32	A	A0A1L8GTP2	8091116	8091115
4z9g	A	P34998	8091128	8091127
5t04	A	P20789	8091164	8091163
5x93	A	P24530	8091176	8091175
4djh	A	P41145	8091210	8091209
5ndd	A	P55085	8091228	8091227
4x5w	C	P04233	8051846	8044668
2fts	A	Q03555	8041310	8028931
1u0k	A	Q9HV82	8040618	8028239
1s7j	A	Q839P3	8041449	8029070
6r77	B	H3ZMH8	8097874	8097873
1b10	A	P04273	8034232	8021852
1uw3	A	P23907	8035183	8022803
1lg4	A	Q9UKY0	8043034	8030655
1xyw	A	P67986	8044224	8031846
1xyx	A	P04925	8044225	8031847
2gtl	M	Q9GV76	8042058	8029679
2gtl	O	Q2I742	8042067	8029688
1vzi	A	Q46495	8055351	8055350
2hvb	A	O58810	8083440	8083439
2amu	A	Q9WZC6	8083444	8083443
4d7p	A	V6TJK7	8083450	8083449
2gx2	B	Q5TLG6	8081039	8081038
6j1b	A	A0A2Z5X7U3	8096706	8096705
6s67	A	A0A5J6CYI5	8101299	8101298
1wgo	A	Q96PQ0	8055207	8055206
2kzw	A	Q8PSA4	8095985	8046730
1cwv	A	P11922	8055456	8055455
5hno	A	Q6U8B1	8052859	8050092
2vzs	A	Q56F26	8055468	8055467
1k1s	A	P96022	8035595	8023215
1t94	A	Q9UBT6	8040087	8027708
3gfa	A	Q17ZU8	8058721	8058720
3eof	B	Q5L9C9	8077897	8077896
3sc0	A	Q9Y4U1	8092562	8045993
6wt2	A	A0A0U1RIB4	8095661	8095660
7jh4	C	Q2FVA4	8096602	8096601
2k4q	A	P03733	8091256	8045630
5t2p	A	L7R9I1	8086393	8086392
6lw5	A	P25090	8098600	8098599
6ibb	A	Q6IYF9	8099816	8099815
7t10	R	P30874	8106946	8106945
7t6b	R	O95136	8107264	8107263
7e2r	B	Q9LX31	8104361	8104360
2q7x	A	Q97PN8	8100424	8100423
6vz7	AB	A0A4V3VM65	8096848	8096847
3b48	B	Q835L8	8038802	8026423
3bed	A	Q838I6	8039114	8026735
3ct6	A	Q9CIV6	8040293	8027914
1pdo	A	P69797	8044468	8032090
5uiy	A	Q9NRL2	8084239	8084238
2l5e	A	Q8K2F0	8084257	8084256
3fkm	X	Q8IJ72	8084273	8084272
2yqd	A	Q8BSQ9	8084289	8084288
4pkl	A	Q38AM1	8084293	8084292
5ko4	B	Q38AE9	8084309	8084308
6ney	A	A0A2V2W6E9	8094857	8094856
7amc	A	A0A5K4EQL3	8105373	8105372
3bof	A	Q9WYA5	8039396	8027017
1w6t	B	Q97QS2	8032905	8020525
1kko	A	O66145	8038305	8025926
1wuf	A	Q927X3	8043723	8031345
1udk	A	P60589	8041723	8029344
3kyf	A	Q88EQ6	8091581	8091579
1x40	A	Q8WZ64	8033590	8021210
4mhv	A	P15036	8076785	8076784
2kg5	A	Q8WWN8	8078913	8078912
3hil	B	P21709	8079651	8079650
5zrz	B	Q3V1H9	8079653	8079652
5zry	B	P59672	8079663	8079662
1ng5	A	A0A0H3JPP1	8058637	8058636
4y4q	A	A0A0M3KL14	8058641	8058640
5yfk	A	Q8XN25	8058643	8058642
3re9	A	A4VY75	8097110	8097109
3g69	B	A7KT63	8097160	8097159
5k9a	A	Q6NF82	8099826	8099825
1jr7	A	P76621	8034556	8022176
5gj9	A	Q41931	8072517	8072516
5vn6	A	B1YQF4	8080568	8080567
3r1j	A	A0A0H2ZSG9	8080574	8080573
6f2a	B	C7QJ42	8084409	8084408
4xae	A	Q9LHN8	8084556	8084555
2dbn	A	P75791	8087697	8087696
3rzm	A	Q6NS38	8088228	8088227
3kt7	A	P40032	8089989	8089988
2i9i	A	O25234	8034435	8022055
2hqs	A	P0A855	8042388	8030009
4nhr	A	P0ADC1	8053477	8045850
5ixm	F	Q7CJV2	8053479	8045852
5iv8	D	A0A0J4W1Y0	8053482	8045855
4q6v	A	Q8ZQ08	8053488	8048134
4kzs	A	K2KM35	8092861	8092860
1frf	L	P18188	8037575	8025196
5xtb	Q	O75306	8085737	8085736
6hum	H	Q8DJD9	8085741	8085740
6u8y	l	I6V297	8097970	8097969
2a4c	A	P55288	8074088	8074087
4zps	A	Q91XY0	8091894	8050638
5iu9	A	F8W3X3	8091909	8050640
5dzw	A	O88689	8091935	8091931
5dzx	A	Q91XZ4	8091958	8091953
4zpl	A	Q91Y08	8091963	8091960
5w1d	A	Q99PJ1	8091976	8091972
5szq	A	Q91XY4	8091984	8091980
5szr	C	Q91XX7	8092008	8092004
5szr	C	Q91XX7	8092009	8092005
3ubf	A	O15943	8092014	8092011
3ubf	A	O15943	8092015	8092012
4zel	A	P09172	8091674	8051363
3gkj	A	O15118	8090917	8045540
4c79	B	Q90X26	8100330	8100329
1o13	A	Q9X2D6	8043950	8031572
1i6z	A	Q60739	8033713	8021333
3a8y	C	Q9UL15	8068296	8068295
1kyf	A	P17427	8055289	8055288
2ymt	A	O75843	8065237	8065236
1yy3	A	O32054	8086612	8086611
1xo8	A	O03983	8055377	8055376
2lz1	A	Q16236	8080281	8080280
1nfp	A	P09142	8043821	8031443
3b4y	A	P9WNE1	8068097	8068096
1z69	A	Q46FV4	8085536	8085535
3sik	A	A0A6L8PY92	8085267	8085266
4myp	B	Q7AP54	8087310	8087309
2k78	A	Q7A151	8099956	8099955
1rqp	A	Q70GK9	8040851	8028472
3o6c	A	Q9PN59	8074924	8074923
2mp1	A	Q99731	8061443	8061442
6wzl	E	G7P5K7	8101990	8101989
1roc	A	P32447	8055363	8055362
1e9g	A	P00817	8032704	8020324
1jfd	A	P0A7A9	8041976	8029597
1wcf	A	P9WI55	8066117	8066116
4xel	A	Q9HWZ6	8066119	8066118
3lo0	A	Q2GFI3	8066123	8066122
3eiy	A	Q3JUV5	8066127	8066126
3ld3	A	Q2GJ02	8066129	8066128
3fq3	A	Q2YR76	8066131	8066130
5tea	A	Q9K0G4	8066141	8066140
6mt2	B	A0A072TMB0	8095543	8095542
6we5	C	O84777	8098238	8098237
2bsy	A	P03195	8038540	8026161
3ehw	A	P33316	8041064	8028685
6mai	A	Q5ZSN0	8073064	8073063
3lqw	A	C4M4M6	8073078	8073077
7aqr	D	A0A2P2CLH2	8105596	8105595
7wfg	H	P56753	8106952	8106951
7arc	D	A0A7S0VKR5	8107138	8107137
1ewf	A	P17213	8035195	8022815
2bu1	A	P03612	8038606	8026227
2ghy	A	Q7BLB4	8101681	8101680
1a3a	A	P00550	8036130	8023750
2a0j	A	Q9K082	8069291	8069290
1wge	A	Q8K0W9	8033136	8020756
5oj3	B	M1VJU3	8087182	8087181
1iwg	A	P31224	8042529	8030150
1q9u	A	Q5KY88	8039967	8027588
4ifa	A	A0A348A8R7	8092122	8058925
2vv5	A	P0C0S1	8037798	8025419
2bky	A	P60849	8038286	8025907
3iab	B	P38291	8091019	8047462
1yox	A	Q9HXU4	8034813	8022433
1zwy	B	Q9KU27	8058173	8058172
4bnq	A	P99094	8081879	8081878
1hyo	A	P35505	8032393	8020013
2dfu	B	Q5SK43	8052516	8044764
3gd8	A	P55087	8072768	8072767
2evu	A	Q9C4Z5	8072774	8072773
3ne2	A	O28846	8076111	8076110
5bn2	A	F2QVG4	8079797	8079796
1oy0	A	P9WIL7	8034457	8022077
1u5h	A	P9WPE1	8042764	8030385
1a49	A	P11974	8043639	8031261
4mf4	E	B4E7W8	8078845	8078844
4tv6	A	A0A0H3K9Z0	8078849	8078848
5e9h	B	Q4HYR2	8079566	8079565
4hhe	A	Q8TZL3	8065676	8065675
1kpl	A	Q8ZRP8	8038376	8025997
3nd0	A	P73745	8080475	8080474
2rpr	A	Q4VC44	8045944	8046019
2ayd	A	Q9SI37	8089578	8089577
3al0	C	Q9WY94	8082965	8082964
3kfu	G	Q9LCX4	8082969	8082968
2cuw	A	Q5SI58	8063414	8063413
2w51	A	P55145	8055680	8055679
3s64	A	Q0MRQ4	8073421	8073420
1srd	A	P07505	8055257	8055256
2aqs	A	Q59623	8062207	8062206
2aqn	A	P57005	8062209	8062208
7b4p	AAA	A0A1F3DVA5	8103254	8103253
5j4z	BG	A0A6P3EQX1	8107764	8107763
1zee	A	Q8E972	8035681	8023301
2nox	F	Q1LK00	8087367	8087366
1c8z	A	P50586	8034846	8022466
2fim	A	O00294	8081768	8081767
1a0a	A	P07270	8037250	8024871
1nlw	A	Q05195	8043871	8031493
3muj	B	Q9H4W6	8052693	8045570
4h10	A	O00327	8073247	8073246
4q9m	B	Q8DRB3	8067710	8067709
3aqx	A	Q9NL89	8052003	8044697
1wft	A	Q9D968	8055165	8055164
2csp	A	O15034	8055181	8055180
2gys	A	P32927	8055525	8055524
1bqu	A	P40189	8055533	8055532
4ov6	F	A0A075B5G3	8070860	8070859
5n06	B	P35590	8076642	8076641
1tbr	R	Q06684	8038694	8026315
2bus	A	P01001	8038708	8026329
1iw4	A	P16589	8039781	8027402
1h0z	A	Q9NQ38	8044497	8032119
2jxd	A	P20155	8068429	8068428
2leo	A	P58062	8068439	8068438
3pis	D	A1X1V8	8070137	8070136
2lll	A	Q03252	8070590	8070589
4qa8	A	P65315	8083939	8083938
4mxt	A	A7VAU1	8092264	8045820
4big	A	Q2G1Q0	8092760	8046048
4z48	A	B6WQE2	8092763	8046501
1v54	J	P07470	8035438	8023058
1x4t	A	Q69ZQ2	8033612	8021232
1x74	A	O06543	8033648	8021268
1xk7	A	P31572	8033758	8021378
1o75	A	P29723	8055547	8055546
5h1s	Y	P82245	8089408	8089407
6spd	X	A0A072ZIQ9	8093920	8093919
2it9	D	Q46J75	8042845	8030466
4bhm	A	G4NEJ8	8081969	8081968
5zg9	A	L7IX95	8101461	8101460
1s1c	X	Q13464	8041218	8028839
1qiu	A	P03275	8041108	8028729
1hpu	A	P07024	8039497	8027118
2kyg	A	P13861	8077008	8077007
2e74	A	P83791	8039994	8027615
6cku	A	Q8QGN9	8079679	8079678
1jk8	B	P01920	8034484	8022104
1exu	A	P55899	8034816	8022436
2po6	A	P15813	8035878	8023498
2h26	A	P29016	8042144	8029765
1ieb	B	Q31164	8055624	8055623
2ka7	A	Q9WY55	8077751	8077750
2edg	A	Q91WK5	8077755	8077754
3tzu	A	B2HKH2	8077761	8077760
1jke	A	P0A6M4	8037081	8024702
1dxj	A	O81934	8033623	8021243
1ghl	A	P00702	8033679	8021299
1fkq	A	P00712	8033819	8021439
1f6s	A	P00711	8033838	8021458
153l	A	P00718	8034043	8021663
1d0l	A	P41052	8034058	8021678
2nr7	A	Q7MXB3	8034835	8022455
1ivm	A	P08905	8039742	8027363
3w3e	A	Q8H0C9	8067590	8067589
4tx7	A	Q9FUH3	8067594	8067593
3wyh	A	P00719	8069405	8069404
5o8x	A	Q9HX24	8080923	8080922
6e67	B	A0A097J809	8093428	8093427
1qvx	A	Q00944	8040019	8027640
6uhc	G	O15511	8093722	8093721
1huz	A	P06766	8033321	8020941
1iwg	A	P31224	8042533	8030154
1b0n	B	P23308	8037125	8024746
1uru	A	Q7KLE5	8041989	8029610
4akv	A	Q8WV41	8053688	8044889
6h7w	M	G0SH11	8084772	8084771
2pkg	C	P03081	8033309	8020929
1wff	A	1WFF_A	8043487	8031109
6wd8	x	D6IFL9	8097608	8097607
6fxc	AY	Q2YUN3	8099326	8099325
7jil	a	A0A1M5KIG2	8101942	8101941
7m4w	W	A0A062FRJ6	8103020	8103019
7m4y	W	N9N7A0	8103112	8103111
7nhn	4	P0A485	8103122	8103121
7m4v	W	B7I4T0	8104253	8104252
2cz8	B	Q5SIE3	8033704	8021324
6r1e	C	Q9RCZ5	8095353	8095352
6ri3	C	K4QXP8	8095565	8095564
2qsv	A	Q7MX90	8053465	8049783
2uy6	A	Q1R2W9	8055311	8055310
1l4i	A	P62609	8055317	8055316
1wic	A	Q9CWP6	8055337	8055336
3chx	I	Q9KX50	8095938	8046392
7ptb	A	Q8TEP8	8107025	8107023
1xrs	A	E3PRJ5	8044141	8031763
2i2x	I	Q46EH3	8106670	8047303
1ce3	A	Q40378	8038716	8026337
1cf1	A	P08168	8055049	8055048
1g4m	A	P17870	8055051	8055050
6md5	A	Q6TNP8	8102528	8067158
1zcc	A	A9CG82	8035572	8023192
2plc	A	P34024	8043842	8031464
3jd5	a	P82649	8051931	8051736
2mp8	A	A0A0M3KKS4	8085483	8085482
1pq1	A	Q64373	8039059	8026680
1q59	A	P03182	8039755	8027376
2jm6	B	P97287	8043136	8030757
2mhs	A	Q07820	8083810	8083809
1g12	A	P81054	8032522	8020142
1c3i	B	P08254	8035528	8023148
1j7n	B	P15917	8036791	8024412
1t3c	A	Q00496	8039922	8027543
1u4g	A	P14756	8040717	8028338
2i47	A	P78536	8042540	8030161
1k7i	A	P16317	8042719	8030340
1kkk	A	P00800	8042780	8030401
1l6j	A	P14780	8043702	8031324
5syt	A	O75844	8049050	8045676
4fyt	A	P15144	8054109	8054106
3lqb	A	Q1LW01	8073357	8073356
5luz	A	Q9BYT8	8081087	8081086
2g7k	A	Q45894	8084100	8084099
3wtr	A	A0A0J9X1Z5	8091638	8045718
7dvl	B	D3IV24	8103096	8103095
6f47	A	A0A384E149	8107532	8107531
7mrs	B	B0CM02	8106128	8106127
7nen	A	H6VGK2	8102853	8102852
1n4k	A	P11881	8044060	8031682
7e8l	A	A0A0P0EUM0	8106772	8106771
1j2x	B	Q9Y5B0	8051971	8044673
6qd5	A	Q13336	8086004	8086003
5aex	E	P41948	8098684	8098683
1qwi	A	P0C0L2	8040036	8027657
2e8c	A	O67503	8076027	8076026
1gjj	A	P42166	8044453	8032075
1ltq	A	P06855	8019148	8019144
1nrw	A	P94592	8033572	8021192
2gmw	A	P63228	8034080	8021700
1j97	A	Q58989	8034243	8021863
1z5g	A	Q540U1	8035160	8022780
2b30	A	A5K063	8037568	8025189
1rlm	A	P75792	8042274	8029895
1swv	A	O31156	8042360	8029981
2hsz	A	Q0I1W8	8042419	8030040
6f2x	A	P9WPI9	8058657	8058656
2oda	B	Q884H9	8058742	8058741
3pdw	A	O32125	8058818	8058817
4g9b	A	P77366	8060380	8060379
2r8e	E	P67653	8081274	8081273
3ewi	A	Q99KK2	8081296	8081295
3qnm	A	Q8A5G8	8088536	8088535
6du2	A	A0A1S2ZIM2	8101229	8101228
1q1l	A	O66493	8039551	8027172
1qxo	A	P0A2Y6	8040076	8027697
1gl0	I	P80060	8035928	8023548
1kgm	A	O46162	8038212	8025833
1kj0	A	O46162	8038270	8025891
1wo9	A	Q8WQ22	8065292	8065291
4gr4	C	D1GLU5	8097570	8097569
5zrn	A	P9WQ36	8099070	8099069
4m46	A	Q5UFR2	8099728	8099727
1dbx	A	P45202	8036142	8023762
1u3e	M	P34081	8040700	8028321
3u43	B	P04419	8074112	8074111
6w0v	A	A0A1P8L021	8096536	8096535
1ohz	B	P51584	8037491	8025112
3ul4	B	L7MTK2	8076421	8076420
1xo1	A	P06229	8037738	8025359
4v61	BT	P24613	8082449	8082448
6ogi	r	D7ZEN7	8093536	8093535
6ys3	r	P0AG48	8096354	8096353
6o8z	S	A0A1B4XMC1	8096478	8096477
7otc	R	A0A140N5D7	8107418	8107417
1o2d	A	Q9X022	8033857	8021477
1oj7	A	Q46856	8038053	8025674
1vlj	A	Q9WZS7	8041484	8029105
3bfj	A	Q7WRJ3	8075491	8075490
4fr2	A	A0NIJ1	8075493	8075492
5yvm	A	A0A133UP32	8075497	8075496
3qbd	B	P9WPX9	8083540	8083539
6l1k	A	Q8R612	8100226	8100225
6lla	A	X6Q997	8100950	8100949
5jr6	A	5JR6_A	8054224	8054223
